ApplicationName,Category,DetailPage,PrivacyPolicyLink,State
幸福钢城,居家生活,com.iqilu.app107,https://app.iqilu.com/v1/app/about/privacy_policy?_orgid_=107,success
工奇兵,居家生活,onsiteservice.esaipay.com.app,https://wxapipreview.qibingdaojia.com/api/WeixinOpen/PrivacyAgreementPage,success
易楼经纪人,居家生活,com.eju.cy.drawing,https://img.jiandanhome.com/media/jdmf-yinsixieyi/jdmf_%20Privacy_Policy.html,success
吉星管家,居家生活,ai.forward.proprietor,https://sso.gmtech.top/minip/privacypolicy,success
亿龙智能,居家生活,com.yilong.ailockphone,https://www.zjelong.com/privacy.html,success
岚豹,居家生活,ai.lambot.android.vacuum,https://www.lambot.ai/mount/lambot/privacy,success
比邻物业员工端,居家生活,com.yunlin.property.staff,https://property.api.yunlinxinxi.com/employee/user/detailinformation/privacy,success
准点倒数日,居家生活,com.bee.cdday,http://gwtools.redbeeai.com/daoshuri/html/agreeandprivate/private.html,success
精准天气-实时天气预报,居家生活,com.fubixing.fbxweather,https://operatepreciseweather.xqtianqi.com/operate/privacy.html,success
查查优购,居家生活,com.ccyg.tbk,https://h5.dhcc.wang/privacy/default.html?app_name=查查优购&company_name=长沙查查通电子商务有限公司,success
社会气象观测,居家生活,com.bloomsky.bloomsky.wc,https://www.kantiantech.com/policy.html,success
CCB建融家园,居家生活,com.ccbhome.lanhai,https://image.jiayuan.ccbhome.cn/scss/opss/#/privacy-policy/detail,success
泉诚服务师,居家生活,com.bm001.ehome.jzy,https://oss.bm001.com/aunt/quancheng/aunt-privacypolicy.html,success
天气预报未来天气,居家生活,com.weilaitianqiyb,https://weilaijishu.lofter.com/post/2017ac87_1cc3cee7c,success
i莞家,居家生活,cn.gov.dg.iguanjia.app.prd,https://igj.dg.cn/app/feature/provision/#/privacy,success
全国实时天气,居家生活,com.haiyan.rtweather,http://xieyi.letianqi.com/ss20220217/ss_privacy.html,success
啄木鸟电器维修,居家生活,zmn.user.dqwx,https://h5.xiujiadian.com/resources/files/private-dqwx.html,success
纸搬客,居家生活,com.cihon.paperbank,https://webservice.paperbanker.com/img/forApp/registerAgreement.html,success
真好天气-语音播报,居家生活,com.nbkd.app.weather.verynice,https://support.qq.com/products/350289/faqs/106837,success
城市通,居家生活,com.www.ccoocity.ui,http://www.ccoo.cn/bqys.html,success
巴乐兔租房,居家生活,com.haimai.baletu,https://m.baletu.com/activity/privacypolicy,success
高明论坛,居家生活,com.appbyme.app107059,https://share.fs2000.cn/wap/download/private,success
麦滴管家Pro,居家生活,com.fh.gj,https://static.mdguanjia.com/mdlegal/privacy.html,success
吉时装师傅版,居家生活,uni.UNI86A95C0,https://www.jishizhuanghz.com/about/agreement/yinsi.html,success
雅观智能,居家生活,ai.argrace.oem,http://open.akeeta.tech/public/law_policy.html,success
玩转天全,居家生活,com.wztq.wanzhuantianquan,http://www.21chance.com/wweb_8/privacy.html?accid=1203,success
珍茗好生活,居家生活,com.gemmy.kinbos.app.client,https://weixin.gemmy.com.cn/wx/helppage/UserPrivacyclause.html,success
平安好车主,居家生活,com.pingan.carowner,https://hcz-static.pingan.com.cn/fin-common/umc-uni-protocol/protocol.html#/privacy,success
360智慧生活,居家生活,com.qihoo.smart,https://home.360.cn/app/privacy_agreement_zh_cn.html,success
飞利浦水健康,居家生活,com.mxchip.philips,https://iot.deerma.com/html/2022_3_29_privacy_policy.html,success
天气物语,居家生活,com.xijia.wy.weather,http://3ktq.com/tqwy/tqwy_privacy_policy.html,success
美凯龙爱家-买房租房家具装修,居家生活,com.mkl.mkllovehome,https://app.mklij.com/pagesBase/privacyAgreement/index,success
打扮家服务者,居家生活,com.dabanjia.rikistaff,https://jia.dabanjia.com/static/user-registration-agreement/index.html,success
易微联,居家生活,com.coolkit,https://appcms.coolkit.cn/ewelink/privacy-ewelink/9842.html,success
郑生活-郑州人的生活圈,居家生活,com.yuxingqiu.app,http://app.zhenglife.com/mag/user/v1/user/privacy?&themecolor=1693d7&a=1223,success
天天吉历-万年历日历黄历天气,居家生活,com.calendar2345,http://www.77tianqi.com/h5/privacyPolicy.html,success
能量闹钟-冥想计时,居家生活,com.bozhong.energy,https://www.bozhong.com/event/privacy.html?type=energyalarm,success
交管12128查违章,居家生活,com.sqcat.wzquery,http://www.sqcat.cn/39f2d64d-74d9-47ce-97b5-5ad5dad09e46.html,success
打扮家,居家生活,com.dabanjia.rikiuser,https://jia.dabanjia.com/static/user-registration-agreement/index.html,success
滔滔房产视频,居家生活,com.moxi.taotaovideo,https://www.taotaovideo.cn/legal/privacy-agreement.html,success
宅家装,居家生活,uni.UNIC76DD0F,https://zjzadmin.zhaoshangbao.com/assets/Privacy.html,success
星空睡眠,居家生活,cn.szyy2106.sleep,http://www.szyy2106.cn/privacy_sleep.txt,success
幸福里,居家生活,com.f100.android,https://m.xflapp.com/magic/page/ejs/5f1e5048a0741302e84cea20?appType=manyhouse,success
酷家乐设计师,居家生活,com.qunhe.designer,https://m.kujiale.com/festatic/policy,success
上单,居家生活,com.android.dworderreceive,https://www.daoway.cn/app/sd/privacy.html,success
装修图库,居家生活,com.to8to.tuku,https://mapp.to8to.com/about/artical/detail/50,success
艾佳生活,居家生活,com.ihomefnt,https://huodong.ihomefnt.com/#/WebPrivatePolicyPage?version=1.0,success
全国违章查询,居家生活,cn.mucang.xiaomi.android.wz,https://share-m.kakamobi.com/activity.kakamobi.com/mucang-privacy-policy-all/?id=35,success
河池同城APP,居家生活,com.chance.hechitongcheng,https://21chance.com/wweb_8/privacy.html,success
城市通,居家生活,com.www.ccoocity.ui,http://www.ccoo.cn/bqys.html,success
巴乐兔租房,居家生活,com.haimai.baletu,https://m.baletu.com/activity/privacypolicy,success
高明论坛,居家生活,com.appbyme.app107059,https://share.fs2000.cn/wap/download/private,success
麦滴管家Pro,居家生活,com.fh.gj,https://static.mdguanjia.com/mdlegal/privacy.html,success
吉时装师傅版,居家生活,uni.UNI86A95C0,https://www.jishizhuanghz.com/about/agreement/yinsi.html,success
雅观智能,居家生活,ai.argrace.oem,http://open.akeeta.tech/public/law_policy.html,success
玩转天全,居家生活,com.wztq.wanzhuantianquan,http://www.21chance.com/wweb_8/privacy.html?accid=1203,success
珍茗好生活,居家生活,com.gemmy.kinbos.app.client,https://weixin.gemmy.com.cn/wx/helppage/UserPrivacyclause.html,success
平安好车主,居家生活,com.pingan.carowner,https://hcz-static.pingan.com.cn/fin-common/umc-uni-protocol/protocol.html#/privacy,success
360智慧生活,居家生活,com.qihoo.smart,https://home.360.cn/app/privacy_agreement_zh_cn.html,success
飞利浦水健康,居家生活,com.mxchip.philips,https://iot.deerma.com/html/2022_3_29_privacy_policy.html,success
天气物语,居家生活,com.xijia.wy.weather,http://3ktq.com/tqwy/tqwy_privacy_policy.html,success
美凯龙爱家-买房租房家具装修,居家生活,com.mkl.mkllovehome,https://app.mklij.com/pagesBase/privacyAgreement/index,success
打扮家服务者,居家生活,com.dabanjia.rikistaff,https://jia.dabanjia.com/static/user-registration-agreement/index.html,success
易微联,居家生活,com.coolkit,https://appcms.coolkit.cn/ewelink/privacy-ewelink/9842.html,success
郑生活-郑州人的生活圈,居家生活,com.yuxingqiu.app,http://app.zhenglife.com/mag/user/v1/user/privacy?&themecolor=1693d7&a=1223,success
天天吉历-万年历日历黄历天气,居家生活,com.calendar2345,http://www.77tianqi.com/h5/privacyPolicy.html,success
能量闹钟-冥想计时,居家生活,com.bozhong.energy,https://www.bozhong.com/event/privacy.html?type=energyalarm,success
交管12128查违章,居家生活,com.sqcat.wzquery,http://www.sqcat.cn/39f2d64d-74d9-47ce-97b5-5ad5dad09e46.html,success
打扮家,居家生活,com.dabanjia.rikiuser,https://jia.dabanjia.com/static/user-registration-agreement/index.html,success
滔滔房产视频,居家生活,com.moxi.taotaovideo,https://www.taotaovideo.cn/legal/privacy-agreement.html,success
宅家装,居家生活,uni.UNIC76DD0F,https://zjzadmin.zhaoshangbao.com/assets/Privacy.html,success
星空睡眠,居家生活,cn.szyy2106.sleep,http://www.szyy2106.cn/privacy_sleep.txt,success
幸福里,居家生活,com.f100.android,https://m.xflapp.com/magic/page/ejs/5f1e5048a0741302e84cea20?appType=manyhouse,success
酷家乐设计师,居家生活,com.qunhe.designer,https://m.kujiale.com/festatic/policy,success
上单,居家生活,com.android.dworderreceive,https://www.daoway.cn/app/sd/privacy.html,success
装修图库,居家生活,com.to8to.tuku,https://mapp.to8to.com/about/artical/detail/50,success
艾佳生活,居家生活,com.ihomefnt,https://huodong.ihomefnt.com/#/WebPrivatePolicyPage?version=1.0,success
全国违章查询,居家生活,cn.mucang.xiaomi.android.wz,https://share-m.kakamobi.com/activity.kakamobi.com/mucang-privacy-policy-all/?id=35,success
河池同城APP,居家生活,com.chance.hechitongcheng,https://21chance.com/wweb_8/privacy.html,success
万年历老黄历,居家生活,com.jtjsb.calendar,http://ziye.ziyewl.com/h5/help/detail-282-828.html,success
瓜州同城,居家生活,com.chance.guazhoutongcheng,http://www.21chance.com/wweb_8/privacy.html?accid=414,success
天气预报,居家生活,com.lu.ashionweather,http://www.fingerflyapp.com/page_ashionweather/protocol/weather_app_protocol.jsp?appName=天气预报,success
塞罕云-智能物联-生活服务,居家生活,com.tqdk.simply,https://jb.cklock.cn/xieyi/dist/index.html#/?type=1,success
异乡好居,居家生活,com.yxhjandroid.uhouzzdis,https://static.uhzcdn.com/static/webapp/09/html/privacy.html,success
装修接单宝Pro,居家生活,io.dcloud.H524FEASY,https://xieyi.5jia.vip/zhuangxiujiedanbao.html,success
融易找房,居家生活,com.rongyizhaofang.elink_user,http://www.rongyizhaofang.com/about/privacy,success
实况天气,居家生活,com.beemans.weather.live,http://coin.makingmoney.cn:8088/static/private/com.beemans.weather.live_xiaomi.html,success
石材宝,居家生活,com.scb.scb126,http://scbstone.com/web/queryinstructionsweb?Id=2,success
准时天气大字版,居家生活,com.coodong.weather.big,https://www.coodong.net/?m=home&c=View&a=index&aid=115,success
益猪智慧社区,居家生活,com.zhongyi.myapplication,https://www.zykj0579.com/appdown/privacy.html,success
幸福钢城,居家生活,com.iqilu.app107,https://app.iqilu.com/v1/app/about/privacy_policy?_orgid_=107,success
工奇兵,居家生活,onsiteservice.esaipay.com.app,https://wxapipreview.qibingdaojia.com/api/WeixinOpen/PrivacyAgreementPage,success
易楼经纪人,居家生活,com.eju.cy.drawing,https://img.jiandanhome.com/media/jdmf-yinsixieyi/jdmf_%20Privacy_Policy.html,success
吉星管家,居家生活,ai.forward.proprietor,https://sso.gmtech.top/minip/privacypolicy,success
亿龙智能,居家生活,com.yilong.ailockphone,https://www.zjelong.com/privacy.html,success
岚豹,居家生活,ai.lambot.android.vacuum,https://www.lambot.ai/mount/lambot/privacy,success
比邻物业员工端,居家生活,com.yunlin.property.staff,https://property.api.yunlinxinxi.com/employee/user/detailinformation/privacy,success
准点倒数日,居家生活,com.bee.cdday,http://gwtools.redbeeai.com/daoshuri/html/agreeandprivate/private.html,success
精准天气-实时天气预报,居家生活,com.fubixing.fbxweather,https://operatepreciseweather.xqtianqi.com/operate/privacy.html,success
查查优购,居家生活,com.ccyg.tbk,https://h5.dhcc.wang/privacy/default.html?app_name=查查优购&company_name=长沙查查通电子商务有限公司,success
社会气象观测,居家生活,com.bloomsky.bloomsky.wc,https://www.kantiantech.com/policy.html,success
CCB建融家园,居家生活,com.ccbhome.lanhai,https://image.jiayuan.ccbhome.cn/scss/opss/#/privacy-policy/detail,success
泉诚服务师,居家生活,com.bm001.ehome.jzy,https://oss.bm001.com/aunt/quancheng/aunt-privacypolicy.html,success
天气预报未来天气,居家生活,com.weilaitianqiyb,https://weilaijishu.lofter.com/post/2017ac87_1cc3cee7c,success
i莞家,居家生活,cn.gov.dg.iguanjia.app.prd,https://igj.dg.cn/app/feature/provision/#/privacy,success
全国实时天气,居家生活,com.haiyan.rtweather,http://xieyi.letianqi.com/ss20220217/ss_privacy.html,success
啄木鸟电器维修,居家生活,zmn.user.dqwx,https://h5.xiujiadian.com/resources/files/private-dqwx.html,success
纸搬客,居家生活,com.cihon.paperbank,https://webservice.paperbanker.com/img/forApp/registerAgreement.html,success
真好天气-语音播报,居家生活,com.nbkd.app.weather.verynice,https://support.qq.com/products/350289/faqs/106837,success
我的盐城,居家生活,com.pingan.yancheng,https://m.myyancheng.com.cn/feature/privacy-agreement/#/detail,success
好友日历,居家生活,com.haoyouli.friendscalendar,https://file.haoyourili.com/bBxOelfcaNcxscMedTlKwlf7qlSCigbn/%E5%A5%BD%E5%8F%8B%E6%97%A5%E5%8E%86%E9%9A%90%E7%A7%81%E5%8D%8F%E8%AE%AEv3.html,success
白驹跑腿,居家生活,com.mitte.user,https://www.takewayway.com/privacyrun.html,success
社区慧生活,居家生活,com.huacheng.huiservers,https://api.hui-shenghuo.cn/apk49/userCenter/privacy,success
白驹速取,居家生活,com.dzk.user,https://www.takewayway.com/privacyuser.html,success
安果天气预报,居家生活,com.system.android.weather,https://doc.anguomob.com/web/#/8?page_id=41,success
能量闹钟-冥想计时,居家生活,com.bozhong.energy,https://www.bozhong.com/event/privacy.html?type=energyalarm,success
苏泊尔,居家生活,com.supor.aiot,https://i.supor.com/agreement.htm?agreementType=USERPRIVACYAGREE,success
V380 Pro,居家生活,com.macrovideo.v380pro,http://ad.nvdvr.cn/Agreement/index.php?param=eyJhcHBOYW1lIjoidjM4MHBybyIsImxhbmciOiJjbiIsInR5cGUiOiJwcml2YWN5In0=,success
家政云,居家生活,com.jzcloud.app,https://static.daojia.com/jz/zhongtai/agree/html/16492266351830005_1649226785442.html,success
高地蜂米粒,居家生活,com.fosun.golte.starlife,https://m.golte.com.cn/protocol/privacyProtocol.html,success
工匠职聘,居家生活,cn.yzw.zhipin,https://tower.yzw.cn/api/v1/mobile-resource/public/0b67acf8-eac2-4356-a069-baaf30ef31da.html?id=368,success
可等,居家生活,com.jfjp.kedeng,https://www.keyideng.com/h5/tiaokuan/yszc.html,success
米家,居家生活,com.xiaomi.smarthome,https://g.home.mi.com/views/user-terms.html?locale=zh_CN&type=userPrivacy,success
孔明万年历,居家生活,com.jimi.kmwnl,http://www.jiminetwork.com/web/agreement/privacy/kmwnl,success
房天下,居家生活,com.soufun.app,https://m.fang.com/my/?c=mycenter&a=privacyPolicy,success
暖暖房屋-租房买房新模式新平台,居家生活,com.nuan,https://html.nunbdc.net/Privacy.html,success
天鹅到家极速版,居家生活,com.wuba.jiazheng,https://jiazheng.daojia.com/user/h5/common/protocol-detail?agreementId=6,success
涂鸦智能,居家生活,com.tuya.smartiot,https://developerapp.tuyacn.com/protocol/148e32fa97c01030?lang=zh,success
EufyHome,居家生活,com.eufylife.smarthome,https://www.eufylife.com/pages/privacy-policy-eufyhome-cn,success
天鹅到家,居家生活,com.daojia.jz.app,https://jiazheng.daojia.com/user/h5/common/protocol-detail?agreementId=3,success
房小二网,居家生活,com.jiaheng.fangxiaoer_public,https://m.fangxiaoer.com/static/newMPrivacy.htm,success
得家,居家生活,com.dejia.anju,https://icon.dejiaapp.com/front/dejia-user-app/protocal.html,success
蓝桔优品,居家生活,uni.UNI9B1E358,https://app.yipinyouxuan.cn/wap/pages/article/index?id_type=1&id=3,success
V同城,居家生活,uni.UNI3127593,https://www.cdozi.cn/index.php/policy,success
房王加,居家生活,com.ihk_android.fwj,http://appadd.ihk.cn/ihkhome/wap/default/serviceAgreement.htm,success
车多,居家生活,com.cheduo.mobile,https://m.cheduo.com/privacy.html,success
到家啦,居家生活,lock.open.com.openlock,https://guas.kingflying.cn:8442/alpub/protocol/content_template.html,success
有巢,居家生活,resground.china.com.chinaresourceground,https://myoutha.crland.com.cn/#/home/privacyPolicy,success
实况天气预报,居家生活,com.sktq.weather,https://static.2ktq.com/sktq/html/userPrivacy2019.html,success
我的盐城,居家生活,com.pingan.yancheng,https://m.myyancheng.com.cn/feature/privacy-agreement/#/detail,success
好友日历,居家生活,com.haoyouli.friendscalendar,https://file.haoyourili.com/bBxOelfcaNcxscMedTlKwlf7qlSCigbn/%E5%A5%BD%E5%8F%8B%E6%97%A5%E5%8E%86%E9%9A%90%E7%A7%81%E5%8D%8F%E8%AE%AEv3.html,success
白驹跑腿,居家生活,com.mitte.user,https://www.takewayway.com/privacyrun.html,success
社区慧生活,居家生活,com.huacheng.huiservers,https://api.hui-shenghuo.cn/apk49/userCenter/privacy,success
白驹速取,居家生活,com.dzk.user,https://www.takewayway.com/privacyuser.html,success
安果天气预报,居家生活,com.system.android.weather,https://doc.anguomob.com/web/#/8?page_id=41,success
能量闹钟-冥想计时,居家生活,com.bozhong.energy,https://www.bozhong.com/event/privacy.html?type=energyalarm,success
苏泊尔,居家生活,com.supor.aiot,https://i.supor.com/agreement.htm?agreementType=USERPRIVACYAGREE,success
V380 Pro,居家生活,com.macrovideo.v380pro,http://ad.nvdvr.cn/Agreement/index.php?param=eyJhcHBOYW1lIjoidjM4MHBybyIsImxhbmciOiJjbiIsInR5cGUiOiJwcml2YWN5In0=,success
家政云,居家生活,com.jzcloud.app,https://static.daojia.com/jz/zhongtai/agree/html/16492266351830005_1649226785442.html,success
高地蜂米粒,居家生活,com.fosun.golte.starlife,https://m.golte.com.cn/protocol/privacyProtocol.html,success
工匠职聘,居家生活,cn.yzw.zhipin,https://tower.yzw.cn/api/v1/mobile-resource/public/0b67acf8-eac2-4356-a069-baaf30ef31da.html?id=368,success
可等,居家生活,com.jfjp.kedeng,https://www.keyideng.com/h5/tiaokuan/yszc.html,success
米家,居家生活,com.xiaomi.smarthome,https://g.home.mi.com/views/user-terms.html?locale=zh_CN&type=userPrivacy,success
孔明万年历,居家生活,com.jimi.kmwnl,http://www.jiminetwork.com/web/agreement/privacy/kmwnl,success
房天下,居家生活,com.soufun.app,https://m.fang.com/my/?c=mycenter&a=privacyPolicy,success
暖暖房屋-租房买房新模式新平台,居家生活,com.nuan,https://html.nunbdc.net/Privacy.html,success
天鹅到家极速版,居家生活,com.wuba.jiazheng,https://jiazheng.daojia.com/user/h5/common/protocol-detail?agreementId=6,success
涂鸦智能,居家生活,com.tuya.smartiot,https://developerapp.tuyacn.com/protocol/148e32fa97c01030?lang=zh,success
EufyHome,居家生活,com.eufylife.smarthome,https://www.eufylife.com/pages/privacy-policy-eufyhome-cn,success
天鹅到家,居家生活,com.daojia.jz.app,https://jiazheng.daojia.com/user/h5/common/protocol-detail?agreementId=3,success
房小二网,居家生活,com.jiaheng.fangxiaoer_public,https://m.fangxiaoer.com/static/newMPrivacy.htm,success
得家,居家生活,com.dejia.anju,https://icon.dejiaapp.com/front/dejia-user-app/protocal.html,success
蓝桔优品,居家生活,uni.UNI9B1E358,https://app.yipinyouxuan.cn/wap/pages/article/index?id_type=1&id=3,success
V同城,居家生活,uni.UNI3127593,https://www.cdozi.cn/index.php/policy,success
房王加,居家生活,com.ihk_android.fwj,http://appadd.ihk.cn/ihkhome/wap/default/serviceAgreement.htm,success
车多,居家生活,com.cheduo.mobile,https://m.cheduo.com/privacy.html,success
到家啦,居家生活,lock.open.com.openlock,https://guas.kingflying.cn:8442/alpub/protocol/content_template.html,success
有巢,居家生活,resground.china.com.chinaresourceground,https://myoutha.crland.com.cn/#/home/privacyPolicy,success
实况天气预报,居家生活,com.sktq.weather,https://static.2ktq.com/sktq/html/userPrivacy2019.html,success
悦邻家,居家生活,com.dhsgy.ylj,http://static.oojoyoo.com/yljprivacyagreement/,success
小白慧家,居家生活,com.chuangmi.imihome,https://cdn.web.app.imilab.com/doc/app/com/chuangmi/xiaobaihome/privacy/cn/zh/privacy.html,success
下厨房,居家生活,com.xiachufang,https://www.xiachufang.com/privacy_policy/,success
幸福里,居家生活,com.f100.android,https://m.xflapp.com/magic/page/ejs/5f1e5048a0741302e84cea20?appType=manyhouse,success
爱梧州,居家生活,cn.cloudbae.lovewuzhou,https://awz.cloudbae.cn:10021/common/protocol/privacy,success
