ApplicationName,Category,DetailPage,PrivacyPolicyLink
玩美彩妆,摄影摄像,/details?id=com.perfectcorp.youcammakeupcn,https://www.youcamapi.cn/stat/BeautyCircle/chs/privacy.html
Canva 可画-制作海报logo设计图,摄影摄像,/details?id=cn.canva.editor,https://about.canva.cn/privacy-policy/
海报制作大师,摄影摄像,/details?id=cn.leminet.poster,https://poster.leminet.cn/privacy
一键换发型,摄影摄像,/details?id=com.shengmitech.hairstyle,http://www.shengmitech.cn/c7539e21-9abc-4dab-8033-213d5a0a15e0.html
必剪,摄影摄像,/details?id=com.bilibili.studio,http://member.bilibili.com/studio/annyroal/bcut/private_protocol
照片修图-拼图,摄影摄像,/details?id=com.noya.collage.photocollage,http://web.leyajia.top/pp
轻言相机,摄影摄像,/details?id=com.carmera.reader,http://fanlouoss.ronggyuan.com/yJeg2x7k0P.html
炫彩表情包,摄影摄像,/details?id=com.album.xuancai,https://photo.wlanbanlv.com/usu/privacypolicy.html
拼图拼长图,摄影摄像,/details?id=com.juhe.puzzle,https://yinsi.juhe62.com/privacyPolicy/com.juhe.puzzle/拼图拼长图/
图片合成,摄影摄像,/details?id=com.maoying.longpicture,http://ying.maoyingaipu.com/f5amvWrjLcKD1nBfRO1WRHgoeC2BuibA/changtux.html
飞剪,摄影摄像,/details?id=com.gau.go.launcherex.theme.flowers.baohan,http://resource.usdget.com/feijian/privacy.html
功夫相机采集端-延时摄影远程,摄影摄像,/details?id=com.gongfuxiangji.camera,http://www.gongfuxiangji.cn/gongfuxiangji_privacy_policy.html
Foodie,摄影摄像,/details?id=com.linecorp.foodcamcn.android,http://foodie.yiruikecorp.com/privacyPolicy
空气P图,摄影摄像,/details?id=com.gau.go.launcherex.theme.vitality,http://resource.usdget.com/aircamera/privacy.html
创客贴设计,摄影摄像,/details?id=com.chuangkit,https://www.chuangkit.com/help/privacypolicy
抠图P图秀,摄影摄像,/details?id=com.xinmang.photocut,https://www.camoryapps.com/moreapps/privacy_policy/cutphoto3/policy_cn.html
彩羽配色,摄影摄像,/details?id=mfu.faluo.colorbox,http://ifaluo.site/caiyu/policy.html
小视频收藏家-自由下载小视频,摄影摄像,/details?id=cn.niceApp.short_video,http://www.xspscj.cn/privacy.html
剪映,摄影摄像,/details?id=com.lemon.lv,https://lv.ulikecam.com/clause/policy/pro
迅拍证件照制作,摄影摄像,/details?id=com.chengjiasen.idphoto,http://www.chengjiasen.com/ip_ystk.html
换脸,摄影摄像,/details?id=com.rfzphl.cn,http://sooyeo.cn/doc/rffaceYszc.html
时光相册,摄影摄像,/details?id=tc.everphoto,https://everphoto.cn/policies/secret_privacy.html
掌上看家采集端OTG版,摄影摄像,/details?id=com.ichano.athome.avs.otg,https://update.ichano.cn/athome/iChanoAVSPrivacyPolicy.html
男生头像,摄影摄像,/details?id=com.chitai.portrait,https://xuanbaoconfig.01mn.cn/com.chitai.portrait/privacy.html
剪忆视频编辑,摄影摄像,/details?id=com.jianyi.edit,http://janyi.com.cn/hangye-id-184.html
PS抠图,摄影摄像,/details?id=com.juhe.cutout,https://yinsi.juhe62.com/privacyPolicy/com.juhe.cutout/PS抠图/
音画,摄影摄像,/details?id=tv.yinhua.main,https://yinyin.zezeye.com/privacy.html
哈屏壁纸,摄影摄像,/details?id=com.hapingbizhiang.bizhi,http://oss.yunsiya.com/44dc663f-0512-439d-9c3a-63a906674775_f_xiaomi.html
美剪辑,摄影摄像,/details?id=com.meijvd.meijianjie,https://api.meijvd.com/appsystem/app/article/u/protocolInfo?protocolId=f8ebcb45a81f4389a610a5b91bcf77eb
趣制作,摄影摄像,/details?id=com.zsyj.videomake,http://public.szsszykj.com/qudao/20190827admin_apk_5d6495d21e60b.html 
哪拍网,摄影摄像,/details?id=com.napai.androidApp,https://www.17npw.com/web/privacyPolicy/index.htm
制作表情,摄影摄像,/details?id=com.cutdd.gifexp,http://p.xuanmeikj.com/7/yszc/38003.html
相册管家,摄影摄像,/details?id=cn.bluecrane.album,http://www.bluecrane.cn/android/private_album/web/album_privacy_policy.html
P图美颜相机,摄影摄像,/details?id=air.com.soljemczqei.adobe.pstouch,https://short.ss.bscstorage.com/private/f37c96633b55.html
一键图片去水印,摄影摄像,/details?id=com.hn.shanluo.image.processing,https://www.hnslkj.top/yinsi.html
Flow Photo,摄影摄像,/details?id=com.flowphoto.demo,http://photosdk.cn/privacypolicy.html
魔方直播助手-直播带货,摄影摄像,/details?id=com.magicube.live,https://live-room-app.magicube.pro/user-privacy?isHome=true
图虫,摄影摄像,/details?id=com.ss.android.tuchong,https://tuchong.com/info/policy
美颜美妆相机-瘦脸瘦身相机,摄影摄像,/details?id=com.ss.dqsex.bling,https://short.ss.bscstorage.com/private/093f7ad41166.html
照片美图拼图,摄影摄像,/details?id=com.xiaowu.mitoapp,http://hongdie.applinzi.com/pingtu/hepingtuagreement.html
诚现广告机,摄影摄像,/details?id=com.weijietech.manhattan,https://www.ssscast.com/url/privacy_protocol.html
美图证件照,摄影摄像,/details?id=com.meitu.mtzjz,https://h5i.meitu.com/id_photo/privacyPolicy/app_index.html
P图照片抠图-抠图,摄影摄像,/details?id=com.photo.images.eraser,http://yanmenyun.com:27016/secret/ads_recommend/qnet
